Preferred Label,Synonyms
AG14784 cell,AG14784
DA05225 cell,DA05225
ND01878 cell,ND01878
ND05771 cell,ND05771
RIN-5F cell,RIN-5F
IGF021/96 cell,IGF021/96
Lb 24 cell,Lb 24
GM17671 cell,GM17671
GM14639 cell,GM14639
MH-22A cell,MH-22A
GM04320 cell,GM04320
PR00669 cell,PR00669
L-V91 cell,L-V91
GM19776 cell,GM19776
GM01683 cell,GM01683
GM05986 cell,GM05986
HQ00129 cell,HQ00129
DA02501 cell,DA02501
AG08133 cell,AG08133
ND12276 cell,ND12276
GM15389 cell,GM15389
GM04710 cell,GM04710
ND04276 cell,ND04276
GM14452 cell,GM14452
GM13567 cell,GM13567
GM01778 cell,GM01778
DA04821 cell,DA04821
DA03257 cell,DA03257
DA04777 cell,DA04777
AG07493 cell,AG07493
ND11611 cell,ND11611
DA02993 cell,DA02993
ND07577 cell,ND07577
AG08048 cell,AG08048
HEV0089 cell,HEV0089
ND06682 cell,ND06682
GM16794 cell,GM16794
GM12526 cell,GM12526
GM07427 cell,GM07427
ER-alpha-UAS-bla HEK293,
MM41We cell,MM41We
DA02339 cell,DA02339
DA06280 cell,DA06280
ND00697 cell,ND00697
DA05631 cell,DA05631
ND12454 cell,ND12454
GM01908 cell,GM01908
RCB1158 cell,B16F10/mGM|RCB1158
DA06602 cell,DA06602
ND08540 cell,ND08540
ND08673 cell,ND08673
DA00963 cell,DA00963
renal filtration,
ND05279 cell,ND05279
GM01972 cell,GM01972
ND13823 cell,ND13823
GM09582 cell,GM09582
HQ00418 cell,HQ00418
DA02974 cell,DA02974
20H11 cell,20H11
GM12802 cell,GM12802
GM13192 cell,GM13192
neural crest cell,
DA04853 cell,DA04853
FIB-MARFAN4 cell,FIB-MARFAN4
GM06980 cell,GM06980
ND14569 cell,ND14569
GM12779 cell,GM12779
EBTr (NBL-4) cell,EBTr (NBL-4)
carbohydrates and carbohydrate derivatives,carbohydrates and their derivatives|carbohydrates and derivatives
IGF031/00 cell,IGF031/00
animal metabolite,animal metabolites
GM09040 cell,GM09040
osteochondrodysplasia,"""Osteochondrodysplasia syndrome (disorder)"" EXACT [SNOMEDCT_2005_07_31:105985007]|""Osteochondrodysplasia"" EXACT [SNOMEDCT_2005_07_31:205510001]|""Osteochondrodysplasia (disorder)"" EXACT [SNOMEDCT_2005_07_31:240190009]"
GM11767 cell,GM11767
ND02326 cell,ND02326
HSC0073 cell,2C123|HSC0073
DA04190 cell,DA04190
GM00477 cell,GM00477
RCB0690 cell,HOTHC-SF|RCB0690
DDT subscript(1) MF-2 cell,DDT subscript(1) MF-2
GM16204 cell,GM16204
DA06377 cell,DA06377
GM04911 cell,GM04911
GM12760 cell,GM12760
HQ00471 cell,HQ00471
WC00040 cell,WC00040
RCB2740 cell,5A5-WASP|RCB2740
GM17139 cell,GM17139
IGF055/97 cell,IGF055/97
mortal cell line cell,finite cell line cell
GM21097 cell,GM21097
GM11119 cell,GM11119
DA04607 cell,DA04607
PR00042 cell,PR00042
GM01460 cell,GM01460
UMR-108 cell,UMR-108
ND08587 cell,ND08587
ND03004 cell,ND03004
GM05992 cell,GM05992
ND10930 cell,ND10930
ND07420 cell,ND07420
GM07971 cell,GM07971
Hs 221.Sp cell,Hs 221.Sp
SW1116 cell,SW1116
ND11236 cell,ND11236
AG07632 cell,AG07632
DA03964 cell,DA03964
IGF010/92 cell,IGF010/92
sarcoma,tumor of soft tissue and skeleton|connective and soft tissue neoplasm
GM04761 cell,GM04761
GM15155 cell,GM15155
IGF001/78 cell,IGF001/78
ND03214 cell,ND03214
GM05240 cell,GM05240
HR/+ F.Sp cell,HR/+ F.Sp
LCL-HO cell,LCL-HO
GM09590 cell,GM09590
ribosome,free ribosome|membrane bound ribosome|ribosomal RNA
ND13505 cell,ND13505
GM09566 cell,GM09566
DA00344 cell,DA00344
IGF032/81 cell,IGF032/81
Ch1.Es cell,Ch1.Es
CG7C7 cell,CG7C7
ND10892 cell,ND10892
GM13121 cell,GM13121
RCB2831 cell,DEOC-1|RCB2831
GM10716 cell,GM10716
GM11055 cell,GM11055
GM11615 cell,GM11615
ND14378 cell,ND14378
PVBC-OI452 cell,PVBC-OI452
GM07173 cell,GM07173
ND07580 cell,ND07580
180BR cell,180BR
interstitial lung disease,"""Interstitial lung disease (disorder)"" EXACT [SNOMEDCT_2005_07_31:233703007]|""Interstitial lung disease"" EXACT [SNOMEDCT_2005_07_31:64667001]|""ILD"" EXACT [CSP2005:4007-0072]"
RCB2040 cell,NGR50|RCB2040
DA00183 cell,DA00183
AG03263 cell,AG03263
DH15 cell,DH15
IGF026/78 cell,IGF026/78
IGF032/87 cell,IGF032/87
GM15029 cell,GM15029
DA04149 cell,DA04149
AG10952 cell,AG10952
GM17276 cell,GM17276
GM13750 cell,GM13750
GM17482 cell,GM17482
GM10520 cell,GM10520
IMG-1035 cell,IMG-1035
DA01894 cell,DA01894
GM15158 cell,GM15158
GRANTA-519 cell,GRANTA-519
GM13313 cell,GM13313
GM14699 cell,GM14699
DA05710 cell,DA05710
ND00403 cell,ND00403
GM08885 cell,GM08885
GM12704 cell,GM12704
ND09751 cell,ND09751
GM01997 cell,GM01997
GM01957 cell,GM01957
IGF018/89 cell,IGF018/89
IGF064/83 cell,IGF064/83
immortal meso-epithelial cell line cell,immortal meso-epithelial cell line
DA02131 cell,DA02131
ND08736 cell,ND08736
SW-480 cell,SW-480
ND09885 cell,ND09885
ND13513 cell,ND13513
GM11475 cell,GM11475
2C5-6 cell,2C5-6
ND01179 cell,ND01179
GM21366 cell,GM21366
immortal sheep thyroid gland-derived cell line cell,
IGF041/80 cell,IGF041/80
ND12293 cell,ND12293
vulva squamous cell carcinoma,squamous cell carcinoma of vulva|vulvar squamous cell carcinoma|Vulvar Epidermoid carcinoma
DA01730 cell,DA01730
IGF040/92 cell,IGF040/92
ND01086 cell,ND01086
DA03338 cell,DA03338
GM05074 cell,GM05074
GM17359 cell,GM17359
IGF070/92 cell,IGF070/92
D3 cell,D3
DA06326 cell,DA06326
IGF119/83 cell,IGF119/83
DA04350 cell,DA04350
immortal rat neural nucleus-derived cell line cell,
GM10163 cell,GM10163
Hs 746T cell,Hs 746T
REH cell,REH
GM07874 cell,GM07874
GM18037 cell,GM18037
GM02439 cell,GM02439
NC-NC cell,NC-NC
DA05699 cell,DA05699
ND10474 cell,ND10474
IGF001/01 cell,IGF001/01
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,NIM-R5 antigen|ADP-ribosyl cyclase 1|cADPr hydrolase 1|2'-phospho-ADP-ribosyl cyclase|2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase|2'-phospho-cyclic-ADP-ribose transferase|cyclic ADP-ribose hydrolase 1|ADPRC 1|CD38|I-19|T10
tetraspanin,
ND06394 cell,ND06394
Dubca cell,Dubca
DA06330 cell,DA06330
BV-173 cell,BV-173
IGF088/78 cell,IGF088/78
Nb2-11 cell,Nb2-11
GM11605 cell,GM11605
GM11480 cell,GM11480
AG21157 cell,AG21157
immortal placenta-derived cell line cell,
GM12457 cell,GM12457
RCB2379 cell,KT13|RCB2379
ND03102 cell,ND03102
AU10087 cell,AU10087
DA05467 cell,DA05467
GM16964 cell,GM16964
AG08167 cell,AG08167
IGL020/98 cell,IGL020/98
Mamestra brassicae,cabbage moth
GM04610 cell,GM04610
LLC-PK subscript(1A) cell,LLC-PK subscript(1A)
DA05973 cell,DA05973
ND08352 cell,ND08352
ND07281 cell,ND07281
DA03036 cell,DA03036
IGF003/86 cell,IGF003/86
LS411N cell,LS411N
pelvic cancer,"""pelvis neoplasm"" EXACT [CSP2005:2005-4862]|""neoplasm of pelvis (disorder)"" EXACT [SNOMEDCT_2005_07_31:126644004]"
ND03679 cell,ND03679
GM03195 cell,GM03195
DA04189 cell,DA04189
H1.6 cell,H1.6
ND00336 cell,ND00336
GM10838 cell,GM10838
ND10713 cell,ND10713
GM11412 cell,GM11412
FC57.Thy cell,FC57.Thy
DA03227 cell,DA03227
HQ00828 cell,HQ00828
DA03998 cell,DA03998
ND14645 cell,ND14645
GM11407 cell,GM11407
DA03420 cell,DA03420
GM07423 cell,GM07423
GM02568 cell,GM02568
GM12766 cell,GM12766
GM17579 cell,GM17579
GM17858 cell,GM17858
ND14055 cell,ND14055
RCB2301 cell,RCB2301|RMC-3
PR00024 cell,PR00024
GM18558 cell,GM18558
IGF041/88 cell,IGF041/88
AG10213 cell,AG10213
alcohol-related disorder,"""Alcohol-related disorder NOS"" EXACT [MTHICD9_2006:291.9]|""Alcohol-induced organic mental disorder (disorder)"" EXACT [SNOMEDCT_2005_07_31:29212009]"
GM20929 cell,GM20929
ND07312 cell,ND07312
basophil cell of pars distalis of adenohypophysis,beta cell|pituitary beta cell|basophil cell of anterior lobe of hypophysis
chromophil cell of anterior pituitary gland,
supporting cell,supportive cell
acidophil cell of pars distalis of adenohypophysis,acidophil of pars anterior of adenohypophysis|acidophil of pars distalis of adenohypophysis|acidophil cell of pars anterior of adenohypophysis|pituitary alpha cell
RCB1304 cell,anti-&alpha;B-crystallin|RCB1304
NB10 cell,NB10
FD441.8 cell,FD441.8
DA06548 cell,DA06548
807.15 cell,807.15
AG07925 cell,AG07925
GM10537 cell,GM10537
GM03878 cell,GM03878
QCRL-1 cell,QCRL-1
IGF018/95 cell,IGF018/95
ND01372 cell,ND01372
AG07597 cell,AG07597
GM21517 cell,GM21517
DA01352 cell,DA01352
GM03828 cell,GM03828
DA04707 cell,DA04707
GM19729 cell,GM19729
ND11375 cell,ND11375
DA05529 cell,DA05529
AG09259 cell,AG09259
HQ00442 cell,HQ00442
GM20341 cell,GM20341
DA00857 cell,DA00857
GM00989 cell,GM00989
GM05023 cell,GM05023
IGF037/97 cell,IGF037/97
GM09583 cell,GM09583
GM03056 cell,GM03056
GM17020 cell,GM17020
AG09392 cell,AG09392
ND12045 cell,ND12045
ND10618 cell,ND10618
GM18914 cell,GM18914
ND10306 cell,ND10306
HQ00650 cell,HQ00650
autopod bone,
IGF090/87 cell,IGF090/87
IGF074/84 cell,IGF074/84
HQ00726 cell,HQ00726
DA00871 cell,DA00871
PYS cell,PYS
DA00592 cell,DA00592
Hs 186.Sk cell,Hs 186.Sk
SMC87 cell,SMC87
GM17903 cell,GM17903
AG07951 cell,AG07951
FRT-L KiKi cell,FRT-L KiKi
Hs 383.Sk cell,Hs 383.Sk
GM05093 cell,GM05093
GM04340 cell,GM04340
IMG-998 cell,IMG-998
GM21314 cell,GM21314
GM05506 cell,GM05506
GM05105 cell,GM05105
ND13053 cell,ND13053
DA00900 cell,DA00900
HQ00856 cell,HQ00856
IGF071/78 cell,IGF071/78
immortal human common iliac artery-derived endothelial cell line cell,
GM00048 cell,GM00048
IGF034/97 cell,IGF034/97
ND11507 cell,ND11507
IGF111/90 cell,IGF111/90
HEP G2/2.2.1 cell,HEP G2/2.2.1
GM03191 cell,GM03191
HQ00179 cell,HQ00179
GM10406 cell,GM10406
IGF066/79 cell,IGF066/79
DA01866 cell,DA01866
IGA004/95 cell,IGA004/95
CCD-1136Sk cell,CCD-1136Sk
AG11358 cell,AG11358
HEV0349 cell,HEV0349
GM05889 cell,GM05889
FH 171 cell,FH 171
immortal human prostate gland-derived cell line cell,
ND10096 cell,ND10096
GM21317 cell,GM21317
GM21378 cell,GM21378
GM03887 cell,GM03887
GM03027 cell,GM03027
DA00646 cell,DA00646
De FOW cell,De FOW
GM04338 cell,GM04338
ND12935 cell,ND12935
SK-LMS-1 cell,SK-LMS-1
ARPE-19 cell,ARPE-19
ND07047 cell,ND07047
GM13797 cell,GM13797
DA01399 cell,DA01399
DA03926 cell,DA03926
DA00388 cell,DA00388
GB-1 cell,GB-1
cell projection,cell process|cellular process|cellular projection
ND08108 cell,ND08108
ND12585 cell,ND12585
ND09984 cell,ND09984
IGF058/87 cell,IGF058/87
retinal progenitor cell,
L21.3 cell,L21.3
IGF125/85 cell,IGF125/85
RCB0539 cell,COS-7|RCB0539
ND12224 cell,ND12224
DA00497 cell,DA00497
IGF044/92 cell,IGF044/92
171-11B9 cell,171-11B9
ND12169 cell,ND12169
GM07982 cell,GM07982
epithelial tube open at both ends,
epithelial vesicle,
166-ME SK cell,166-ME SK
DA01779 cell,DA01779
GM17039 cell,GM17039
plasma membrane,inner endospore membrane|bacterial inner membrane|plasma membrane lipid bilayer|juxtamembrane|cytoplasmic membrane|cell membrane|plasmalemma|cellular membrane
integral component of plasma membrane,integral to plasma membrane
hyperlysinemia,"""hyperlysinemia"" EXACT [MTHICD9_2006:270.7]|""hyperlysinemia"" EXACT [CSP2005:1849-0342]|""hyperlysinemia (disorder)"" EXACT [SNOMEDCT_2005_07_31:58558003]"
GM21717 cell,GM21717
GM01803 cell,GM01803
monoatomic monocation,monovalent inorganic cations|monoatomic monocations
GM19331 cell,GM19331
ND10396 cell,ND10396
immortal hematopoietic cell line cell,immortal hematopoietic cell line
HQ00948 cell,HQ00948
AG01972 cell,AG01972
DA02056 cell,DA02056
ND14084 cell,ND14084
ameboidal-type cell migration,ameboid cell migration|amoeboid cell migration|amoeboidal cell migration
acrosomal vesicle,acrosomal granule|acrosome
DA05884 cell,DA05884
GM02548 cell,GM02548
IGF084/82 cell,IGF084/82
GM05184 cell,GM05184
HQ00721 cell,HQ00721
immortal rainbow trout female gonad-derived cell line cell,
HQ00779 cell,HQ00779
ND09553 cell,ND09553
GM09086 cell,GM09086
HQ00830 cell,HQ00830
GM19160 cell,GM19160
AG11138 cell,AG11138
galactosemia,"""Galactosemia"" EXACT [ICD9CM_2006:271.1]|""Galactosaemia"" EXACT [SNOMEDCT_2005_07_31:154738008]|""Galactosemia NOS (disorder)"" EXACT [SNOMEDCT_2005_07_31:190747003]|""Galactose intolerance"" EXACT [SNOMEDCT_2005_07_31:190749000]|""Galactosaemia"" EXACT [SNOMEDCT_2005_07_31:267498002]|""galactosemia"" EXACT [CSP2005:1849-3608]|""Galactosemia (disorder) [Ambiguous]"" EXACT [SNOMEDCT_2005_07_31:38177000]|""Galactosemia (disorder)"" EXACT [SNOMEDCT_2005_07_31:190745006]"
FH 124 cell,FH 124
EB (JC) cell,EB (JC)
HQ00634 cell,HQ00634
DA04096 cell,DA04096
HQ00554 cell,HQ00554
7AC5/EYFP cell,7AC5/EYFP
DA06206 cell,DA06206
AU10119 cell,AU10119
GM00441 cell,GM00441
aBL5C2.870016 cell,aBL5C2.870016
GM14018 cell,GM14018
immortal mouse rectum-derived cell line cell,
PathHunter CHO-K1 DRD3 Beta-Arrestin cell,
ND13577 cell,ND13577
ND01037 cell,ND01037
HQ00637 cell,HQ00637
AG05965-D cell,AG05965-D
20-10-5S cell,20-10-5S
immortal eye structure-derived epithelial cell line cell,
Co88BV59H21-2V67-66 cell,Co88BV59H21-2V67-66
SK-UT-1 cell,SK-UT-1
RCB0635 cell,RCB0635|SF8410
immortal mouse prostate gland-derived cell line cell,
RCB1741 cell,NHOS|RCB1741
DA05717 cell,DA05717
MT2 cell,MT2
GM12740 cell,GM12740
ND05923 cell,ND05923
ND11548 cell,ND11548
DA04604 cell,DA04604
AG08592 cell,AG08592
HQ00360 cell,HQ00360
IGF024/00 cell,IGF024/00
GM17044 cell,GM17044
IGF112/80 cell,IGF112/80
MOPC 31C cell,MOPC 31C
GM17583 cell,GM17583
IGF107/90 cell,IGF107/90
carbonyl group,>C=O|carbonyl group|carbonyl
RCB1681 cell,GS-HepG2|RCB1681
GM20018 cell,GM20018
AG11011 cell,AG11011
F09129 cell,
Mab 2B5 cell,Mab 2B5
DA00655 cell,DA00655
GM12381 cell,GM12381
FIB-DUP7 cell,FIB-DUP7
GM12264 cell,GM12264
IMG-1266 cell,IMG-1266
IGF092/86 cell,IGF092/86
AG09034 cell,AG09034
F24 cell,F24
ND02077 cell,ND02077
immortal human liver-derived cell line cell,
DA03541 cell,DA03541
ND04153 cell,ND04153
IGL006/93 cell,IGL006/93
NCI-H1304 cell,NCI-H1304
DA05421 cell,DA05421
KG-1 cell,KG-1
GM17153 cell,GM17153
ND14587 cell,ND14587
H4S cell,H4S
IGF058/83 cell,IGF058/83
IGF090/92 cell,IGF090/92
DA00370 cell,DA00370
I90-52 cell,I90-52
IGF061/86 cell,IGF061/86
IGF106/80 cell,IGF106/80
6-23 (clone 6) cell,6-23 (clone 6)
GM05399 cell,GM05399
Hs 894(A).T cell,Hs 894(A).T
euchromatin,nuclear euchromatin|transcriptionally active chromatin
heterochromatin,nuclear heterochromatin|transcriptionally silent chromatin|transcriptionally inactive chromatin
DA02700 cell,DA02700
HPAE-26 cell,HPAE-26
GM06121 cell,GM06121
GM01959 cell,GM01959
GM19102 cell,GM19102
RCB2046 cell,BMR26|RCB2046
pseudoachondroplastic dysplasia,"""SPONDYLOEPIPHYSEAL DYSPLASIA, PSEUDOACHONDROPLASTIC"" EXACT []"
methylmalonic aciduria mut type,"""METHYLMALONIC ACIDURIA, mut TYPE"" EXACT []|""METHYLMALONICACIDURIA DUE TO METHYLMALONIC CoA MUTASE deficiency"" EXACT []|""METHYLMALONIC ACIDEMIA DUE TO METHYLMALONYL-CoA MUTASE DEFICIENCY MMA DUE TO MCM DEFICIENCY"" EXACT []|""METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-CoA MUTASE DEFICIENCY"" EXACT []"
ALBINISM I,
ND06926 cell,ND06926
GM18689 cell,GM18689
AG01521 cell,AG01521
GM09623 cell,GM09623
ND07015 cell,ND07015
ND00927 cell,ND00927
Hs 456.Bt cell,Hs 456.Bt
IGF041/84 cell,IGF041/84
YB2/0 cell,YB2/0
AG13299 cell,AG13299
707 DAP10 cell,707 DAP10
Per Sel cell,Per Sel
DD-4 cell,DD-4
CON.1 cell,CON.1
GM02187 cell,GM02187
DA01605 cell,DA01605
GM50061 cell,GM50061
HEV0363 cell,HEV0363
IGL002/98 cell,IGL002/98
GM09011 cell,GM09011
ND06180 cell,ND06180
GM17173 cell,GM17173
ND13110 cell,ND13110
acrosome assembly,acrosome formation
formation of translation initiation ternary complex,translation initiation ternary complex assembly
GM16890 cell,GM16890
GM17156 cell,GM17156
DA02664 cell,DA02664
GM19380 cell,GM19380
ND12753 cell,ND12753
GM15419 cell,GM15419
GM02217 cell,GM02217
DA00202 cell,DA00202
GM17962 cell,GM17962
AG05283 cell,AG05283
GM19763 cell,GM19763
endochondral bone,endochondral bones|cartilaginous bone|ossified chondrogenic bone
intramembranous bone,membrane bone|intramembranous bones
ND13666 cell,ND13666
ND14021 cell,ND14021
GM02176 cell,GM02176
GM18143 cell,GM18143
ND11293 cell,ND11293
12MBr6 cell,12MBr6
B-B88a cell,B-B88a
GM11578 cell,GM11578
DA06265 cell,DA06265
PR00133 cell,PR00133
RCB0872 cell,LLC-GA5-CoL300|RCB0872
GM01578 cell,GM01578
non-tumorigenic,
DA05926 cell,DA05926
DA01144 cell,DA01144
GM12592 cell,GM12592
DA05291 cell,DA05291
ND03375 cell,ND03375
GM05658 cell,GM05658
ND14871 cell,ND14871
IGF031/81 cell,IGF031/81
GM15996 cell,GM15996
GM10137 cell,GM10137
ND00110 cell,ND00110
DA02849 cell,DA02849
GM01206 cell,GM01206
GM03572 cell,GM03572
3LBLN cell,3LBLN
DA04899 cell,DA04899
FB2.K cell,FB2.K
FH 96 cell,FH 96
GM03725 cell,GM03725
GMC0028 cell,A0058|GMC0028
ND11941 cell,ND11941
GM12618 cell,GM12618
HQ00701 cell,HQ00701
AG05233 cell,AG05233
IGF036/83 cell,IGF036/83
ND03107 cell,ND03107
IGF009/89 cell,IGF009/89
GM06894 cell,GM06894
TO 175.T cell,TO 175.T
dTA4-1 cell,dTA4-1
DA03890 cell,DA03890
GM17216 cell,GM17216
GM00751 cell,GM00751
DA03486 cell,DA03486
HEV0067 cell,HEV0067
GM21542 cell,GM21542
GM10710 cell,GM10710
DA06250 cell,DA06250
Hs 394.Lu cell,Hs 394.Lu
IGF062/88 cell,IGF062/88
thyroid gland papillary carcinoma,Papillary carcinoma of the Thyroid gland
GM07964 cell,GM07964
AU10056 cell,AU10056
DA00266 cell,DA00266
GM21307 cell,GM21307
ND02513 cell,ND02513
NN-5 cell,NN-5
TGP 55 cell,TGP 55
DA06014 cell,DA06014
GM15301 cell,GM15301
ND10281 cell,ND10281
ND05926 cell,ND05926
cloacal membrane,membrana cloacalis|embryonic cloacal membrane
rhombic lip,future cerebellum|presumptive cerebellum|cerebellum primordium|rostral rhombic lip|cerebellar primordium|dorsal part of alar plate of metencephalon|cerebellar anlage
IGF038/85 cell,IGF038/85
IGF079/82 cell,IGF079/82
Da Hol cell,Da Hol
DA03512 cell,DA03512
DA03602 cell,DA03602
AG07927 cell,AG07927
ND08394 cell,ND08394
DA04200 cell,DA04200
GM14897 cell,GM14897
PVBC-Pr98 cell,PVBC-Pr98
P92 cell,P92
AG02222 cell,AG02222
HQ00903 cell,HQ00903
GM13535 cell,GM13535
ND09394 cell,ND09394
ND13411 cell,ND13411
iron overload,"""Iron overload (disorder)"" EXACT [SNOMEDCT_2005_07_31:60737008]"
GM04745 cell,GM04745
GM02421 cell,GM02421
ND03090 cell,ND03090
GM12399 cell,GM12399
DA05081 cell,DA05081
GM17639 cell,GM17639
DA00537 cell,DA00537
GM14943 cell,GM14943
ND06190 cell,ND06190
DA02850 cell,DA02850
oxoanion,oxoacid anions|oxoanions|oxoanion
immortal rat embryo-derived cell line cell,
ND11458 cell,ND11458
GM07794 cell,GM07794
IGF007/89 cell,IGF007/89
AG08153 cell,AG08153
GM00654 cell,GM00654
GM16592 cell,GM16592
SUP-M2 cell,SUP-M2
IGEL b4 cell,IGEL b4
GM13899 cell,GM13899
GM10839 cell,GM10839
ileocecal junction,ileocaecal junction
AC2 cell,AC2
immortal scalp-derived fibroblast cell line cell,
DA05585 cell,DA05585
KMH-2 cell,KMH-2
IGF033/89 cell,IGF033/89
GM16350 cell,GM16350
GM14454 cell,GM14454
GM10794 cell,GM10794
ND11223 cell,ND11223
IGF059/95 cell,IGF059/95
DA03904 cell,DA03904
GM06065 cell,GM06065
IGF018/83 cell,IGF018/83
IGF027/97 cell,IGF027/97
IGF058/82 cell,IGF058/82
GM07125 cell,GM07125
DA05337 cell,DA05337
ND05235 cell,ND05235
CFZT(A) cell,CFZT(A)
immune system disease,"DEFIC CELL IMMUNITY NOS|Immunodeficiency with predominant T-cell defect, unspecified|Unspecified disorder of immune mechanism|Disorder of the immune mechanism NOS|IMMUNE MECHANISM DIS NOS|[X]Disorder involving the immune mechanism, unspecified|IMMUNE MECHANISM DIS NEC|Immune System and Related Disorders|Autoimmune disease, not elsewhere classified|IMMUNDEF T-CELL DEF NOS|Other specified disorders of the immune mechanism|Other specified disorders involving the immune mechanism|AUTOIMMUNE DISEASE NEC|[X]Disorder involving the immune mechanism, unspecified (disorder)|Immunodeficiency and Immunosuppression Disorders|Disorder of the immune mechanism NOS (disorder)|Other deficiency of cell-mediated immunity|immune system disease|Other specified disorders of the immune mechanism (disorder)"
GM10529 cell,GM10529
DA00056 cell,DA00056
HQ00301 cell,HQ00301
GM13446 cell,GM13446
GM16184 cell,GM16184
immortal prepuce of penis-derived cell line cell,
AG14426 cell,AG14426
hereditary coproporphyria,"""Hereditary coproporphyria (disorder)"" EXACT [SNOMEDCT_2005_07_31:7425008]|""hereditary coproporphyria porphyria"" EXACT [CSP2005:1849-7674]|""Hereditary coproporphyria"" EXACT [MTHICD9_2006:277.1]|""Coproporphyrinogen oxidase deficiency"" EXACT [SNOMEDCT_2005_07_31:238055004]"
GM10124 cell,GM10124
GM18505 cell,GM18505
DA04801 cell,DA04801
turbinate bone,concha|turbinate bone|ossified turbinate|turbinal bone|ossified nasal turbinate|ossified nasal turbinal
uvea,tunica vasculatis oculi|tunica vasculosa bulbi|vascular layer of eyeball|pars iridica retinae|uveal tract|tunica vasculosa of eyeball|uvea
iris,anterior uvea|irides|irises
ND05897 cell,ND05897
FC107.We cell,FC107.We
GM09100 cell,GM09100
Hs 63.T cell,Hs 63.T
GM03223 cell,GM03223
ND01077 cell,ND01077
IGF016/80 cell,IGF016/80
DA00054 cell,DA00054
RCB2128 cell,A-THP-1|RCB2128
GM04567 cell,GM04567
IGF054/99 cell,IGF054/99
DA03403 cell,DA03403
5C9 cell,5C9
RCB0112 cell,NRK49F|RCB0112
ND00277 cell,ND00277
ND06792 cell,ND06792
GM10636 cell,GM10636
RCB0787 cell,FCP-S5H|RCB0787
