assay_chembl_id,assay_organism,assay_type,assay_type_description,description,compound_ids,clinical_trial_stages
CHEMBL1804212,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells assessed as cell growth at 4 ug/mL after 48 hrs by SRB assay relative to control,"CHEMBL590958, CHEMBL1802730, CHEMBL1802731, CHEMBL1802805, CHEMBL1802806, CHEMBL1802807, CHEMBL1802808, CHEMBL1802809, CHEMBL1802810, CHEMBL1802811, CHEMBL1800103, CHEMBL1802812, CHEMBL1802732, CHEMBL1802733, CHEMBL1802734, CHEMBL1802735, CHEMBL1802736, CHEMBL1802737, CHEMBL1802738, CHEMBL1802739, CHEMBL1802740, CHEMBL1802741, CHEMBL1802742, CHEMBL1802743, CHEMBL1802744, CHEMBL1802745, CHEMBL1802746, CHEMBL1802788, CHEMBL1802789, CHEMBL1802790, CHEMBL1802791, CHEMBL1802792, CHEMBL1802793, CHEMBL1802794, CHEMBL1802795, CHEMBL1802796, CHEMBL1802797, CHEMBL1802798, CHEMBL1802799, CHEMBL1802800, CHEMBL1802801, CHEMBL1802802, CHEMBL1802803, CHEMBL1802804","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL1804213,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells,"CHEMBL1802734, CHEMBL1802740, CHEMBL1802789, CHEMBL178, CHEMBL1802742, CHEMBL1802797, CHEMBL65, CHEMBL1802732","None, None, None, 4.0, None, None, -1.0, None"
CHEMBL1804214,Homo sapiens,F,Functional,Anticancer activity against human NCI-H460 cells,"CHEMBL65, CHEMBL1802740, CHEMBL1802732, CHEMBL178, CHEMBL1802797, CHEMBL1802789, CHEMBL1802742, CHEMBL1802734","-1.0, None, None, 4.0, None, None, None, None"
CHEMBL1804215,Homo sapiens,F,Functional,Anticancer activity against human SF268 cells,"CHEMBL65, CHEMBL178, CHEMBL1802797, CHEMBL1802734, CHEMBL1802789, CHEMBL1802740, CHEMBL1802732, CHEMBL1802742","-1.0, 4.0, None, None, None, None, None, None"
CHEMBL1804217,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells assessed as cell growth at 20 ug/mL after 48 hrs by SRB assay relative to control,"CHEMBL590958, CHEMBL1802730, CHEMBL1802731, CHEMBL1802805, CHEMBL1802806, CHEMBL1802807, CHEMBL1802808, CHEMBL1802809, CHEMBL1802810, CHEMBL1802811, CHEMBL1800103, CHEMBL1802812, CHEMBL1802732, CHEMBL1802733, CHEMBL1802734, CHEMBL1802735, CHEMBL1802736, CHEMBL1802737, CHEMBL1802738, CHEMBL1802739, CHEMBL1802740, CHEMBL1802741, CHEMBL1802742, CHEMBL1802743, CHEMBL1802744, CHEMBL1802745, CHEMBL1802746, CHEMBL1802788, CHEMBL1802789, CHEMBL1802790, CHEMBL1802791, CHEMBL1802792, CHEMBL1802793, CHEMBL1802794, CHEMBL1802795, CHEMBL1802796, CHEMBL1802797, CHEMBL1802798, CHEMBL1802799, CHEMBL1802800, CHEMBL1802801, CHEMBL1802802, CHEMBL1802803, CHEMBL1802804","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL1804222,Homo sapiens,F,Functional,Anticancer activity against human SF268 cells assessed as cell growth at 4 ug/mL after 48 hrs by SRB assay relative to control,"CHEMBL590958, CHEMBL1802730, CHEMBL1802731, CHEMBL1802805, CHEMBL1802807, CHEMBL1802808, CHEMBL1802810, CHEMBL1802811, CHEMBL1800103, CHEMBL1802812, CHEMBL1802732, CHEMBL1802733, CHEMBL1802734, CHEMBL1802735, CHEMBL1802736, CHEMBL1802737, CHEMBL1802738, CHEMBL1802739, CHEMBL1802740, CHEMBL1802741, CHEMBL1802742, CHEMBL1802743, CHEMBL1802744, CHEMBL1802745, CHEMBL1802746, CHEMBL1802788, CHEMBL1802789, CHEMBL1802790, CHEMBL1802791, CHEMBL1802792, CHEMBL1802793, CHEMBL1802794, CHEMBL1802795, CHEMBL1802796, CHEMBL1802797, CHEMBL1802798, CHEMBL1802799, CHEMBL1802800, CHEMBL1802801, CHEMBL1802802, CHEMBL1802803, CHEMBL1802804","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL1804616,Homo sapiens,F,Functional,Anticancer activity against human H460 cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1804617,Homo sapiens,F,Functional,Anticancer activity against human A549 cells after 48 hrs by MTT assay,"CHEMBL1802732, CHEMBL258702, CHEMBL1243229","None, None, None"
CHEMBL1804618,Homo sapiens,F,Functional,Anticancer activity against human H1299 cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1804619,Homo sapiens,F,Functional,Anticancer activity against human NCI-H661 cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1804620,Homo sapiens,F,Functional,Anticancer activity against human CL1-5 cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1804621,Homo sapiens,F,Functional,Anticancer activity against human RCC 786-O cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1804622,Homo sapiens,F,Functional,Anticancer activity against human AGS cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1804623,Homo sapiens,F,Functional,Anticancer activity against human PC3 cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1804624,Homo sapiens,F,Functional,Anticancer activity against human BT-483 cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1804625,Homo sapiens,F,Functional,Anticancer activity against human HeLa cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1804626,Homo sapiens,F,Functional,Anticancer activity against human SAS cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1804627,Homo sapiens,F,Functional,Anticancer activity against human SKHep cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1804628,Homo sapiens,F,Functional,Anticancer activity against human CE81T cells after 48 hrs by MTT assay,CHEMBL1802732,None
CHEMBL1805032,Homo sapiens,F,Functional,Anticancer activity against human NCI60 cells,"CHEMBL590958, CHEMBL43","None, 4.0"
CHEMBL1805034,Homo sapiens,F,Functional,"Anticancer activity against human H1229 cells xenografted in orthotropic lung cancer nude mouse model assessed as cancer growth inhibition at 120 mg/kg, po administered for 2 weeks monitored for 10 weeks",CHEMBL1802813,None
CHEMBL1805192,Homo sapiens,F,Functional,Anticancer activity against human MDA-MB-468 cells assessed as mean cell growth at 10'-5 M after 48 hrs by SRB assay,"CHEMBL1802045, CHEMBL1801592","None, None"
CHEMBL1805193,Homo sapiens,F,Functional,Anticancer activity against human T47D cells assessed as mean cell growth at 10'-5 M after 48 hrs by SRB assay,CHEMBL1802046,None
CHEMBL1805194,Homo sapiens,F,Functional,Anticancer activity against human ACHN cells assessed as mean cell growth at 10'-5 M after 48 hrs by SRB assay,CHEMBL1802047,None
CHEMBL1805195,Homo sapiens,F,Functional,Anticancer activity against human SR cells assessed as mean cell growth at 10'-5 M after 48 hrs by SRB assay,"CHEMBL1802048, CHEMBL1802052","None, None"
CHEMBL1805196,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells assessed as mean cell growth at 10'-5 M after 48 hrs by SRB assay,"CHEMBL1802049, CHEMBL1802050","None, None"
CHEMBL1805197,Homo sapiens,F,Functional,Anticancer activity against human NCI-H522 cells assessed as mean cell growth at 10'-5 M after 48 hrs by SRB assay,"CHEMBL1802051, CHEMBL1801586","None, None"
CHEMBL1805198,Homo sapiens,F,Functional,Anticancer activity against human DU145 cells assessed as mean cell growth at 10'-5 M after 48 hrs by SRB assay,"CHEMBL1802053, CHEMBL1801585, CHEMBL1801588, CHEMBL1801589","None, None, None, None"
CHEMBL1805280,Homo sapiens,F,Functional,Anticancer activity against human SNB75 cells assessed as mean cell growth at 10'-5 M after 48 hrs by SRB assay,CHEMBL1801587,None
CHEMBL1805423,Homo sapiens,F,Functional,Anticancer activity against human COLO205 cells assessed as mean cell growth at 10'-5 M after 48 hrs by SRB assay,CHEMBL1801590,None
CHEMBL1805424,Homo sapiens,F,Functional,Anticancer activity against human IGROV1 cells assessed as mean cell growth at 10'-5 M after 48 hrs by SRB assay,CHEMBL1801591,None
CHEMBL1805425,Homo sapiens,F,Functional,Anticancer activity against human A498 cells assessed as mean cell growth at 10'-5 M after 48 hrs by SRB assay,CHEMBL1801593,None
CHEMBL1811006,Homo sapiens,F,Functional,Anticancer activity against human A549 cells by MTT assay,"CHEMBL1806644, CHEMBL1806645, CHEMBL1806646, CHEMBL1806647, CHEMBL1806648, CHEMBL1806649, CHEMBL1806696, CHEMBL1806697, CHEMBL1806698, CHEMBL1806699, CHEMBL1806700, CHEMBL1806701, CHEMBL1806702, CHEMBL1806703, CHEMBL1806704, CHEMBL1806705, CHEMBL1806706, CHEMBL7643, CHEMBL53463","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.0, 4.0"
CHEMBL1811007,Homo sapiens,F,Functional,Anticancer activity against human COLO205 cells by MTT assay,"CHEMBL1806644, CHEMBL1806645, CHEMBL1806646, CHEMBL1806647, CHEMBL1806648, CHEMBL1806649, CHEMBL1806696, CHEMBL1806697, CHEMBL1806698, CHEMBL1806699, CHEMBL1806700, CHEMBL1806701, CHEMBL1806702, CHEMBL1806703, CHEMBL1806704, CHEMBL1806705, CHEMBL1806706, CHEMBL7643, CHEMBL53463","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.0, 4.0"
CHEMBL1811104,Homo sapiens,F,Functional,Anticancer activity against human KATO III cells by MTT assay,"CHEMBL1806644, CHEMBL1806645, CHEMBL1806646, CHEMBL1806647, CHEMBL1806648, CHEMBL1806649, CHEMBL1806696, CHEMBL1806697, CHEMBL1806698, CHEMBL1806699, CHEMBL1806700, CHEMBL1806701, CHEMBL1806702, CHEMBL1806703, CHEMBL1806704, CHEMBL1806705, CHEMBL1806706, CHEMBL7643, CHEMBL53463","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.0, 4.0"
CHEMBL1811105,Homo sapiens,F,Functional,Anticancer activity against human K562 cells by MTT assay,"CHEMBL1806644, CHEMBL1806645, CHEMBL1806646, CHEMBL1806647, CHEMBL1806648, CHEMBL1806649, CHEMBL1806696, CHEMBL1806697, CHEMBL1806698, CHEMBL1806699, CHEMBL1806700, CHEMBL1806701, CHEMBL1806702, CHEMBL1806703, CHEMBL1806704, CHEMBL1806705, CHEMBL1806706, CHEMBL7643, CHEMBL53463","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.0, 4.0"
CHEMBL1811106,Homo sapiens,F,Functional,Anticancer activity against human SKOV3 cells by MTT assay,"CHEMBL1806644, CHEMBL1806645, CHEMBL1806646, CHEMBL1806647, CHEMBL1806648, CHEMBL1806649, CHEMBL1806696, CHEMBL1806697, CHEMBL1806698, CHEMBL1806699, CHEMBL1806700, CHEMBL1806701, CHEMBL1806702, CHEMBL1806703, CHEMBL1806704, CHEMBL1806705, CHEMBL1806706, CHEMBL7643, CHEMBL53463","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.0, 4.0"
CHEMBL1811107,Mus musculus,F,Functional,Anticancer activity against mouse P388D1 cells by MTT assay,"CHEMBL1806644, CHEMBL1806645, CHEMBL1806646, CHEMBL1806647, CHEMBL1806648, CHEMBL1806649, CHEMBL1806696, CHEMBL1806697, CHEMBL1806698, CHEMBL1806699, CHEMBL1806700, CHEMBL1806701, CHEMBL1806702, CHEMBL1806703, CHEMBL1806704, CHEMBL1806705, CHEMBL1806706, CHEMBL7643, CHEMBL53463","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.0, 4.0"
CHEMBL1811112,Homo sapiens,F,Functional,"Anticancer activity against human NCI-H23 cells xenografted in BALB/c nu/nu mouse assessed as tumor growth inhibition at 65 mg/kg, po every alternative day for 12 days measured on day 19","CHEMBL1806702, CHEMBL1806703","None, None"
CHEMBL1811113,Homo sapiens,F,Functional,"Anticancer activity against human NCI-H23 cells xenografted in BALB/c nu/nu mouse assessed as tumor growth inhibition at 1 mg/kg, ip qd for 11 days followed by 2 mg/kg, ip qd on day 12 to day 14 and 3 mg/kg, ip qd on day 15 to day 18 measured on day 19",CHEMBL53463,4.0
CHEMBL1811114,Homo sapiens,F,Functional,"Anticancer activity against human SW620 cells xenografted in BALB/c nu/nu mouse assessed as tumor growth inhibition at 65 mg/kg, po every alternative day for 12 days measured on day 19","CHEMBL1806702, CHEMBL1806703","None, None"
CHEMBL1811115,Homo sapiens,F,Functional,"Anticancer activity against human SW620 cells xenografted in BALB/c nu/nu mouse assessed as tumor growth inhibition at 1 mg/kg, ip qd for 11 days followed by 2 mg/kg, ip qd on day 12 to day 14 and 3 mg/kg, ip qd on day 15 to day 18 measured on day 19",CHEMBL53463,4.0
CHEMBL1810448,Homo sapiens,F,Functional,Anticancer activity against human PC3 cells after 24 hrs by MTT assay,"CHEMBL1806861, CHEMBL1806862, CHEMBL1807012, CHEMBL1807013, CHEMBL806, CHEMBL1807096, CHEMBL1807097, CHEMBL1807098, CHEMBL1807099, CHEMBL1806845, CHEMBL1806846, CHEMBL1806849, CHEMBL1806850, CHEMBL1806851, CHEMBL1806852, CHEMBL1806857, CHEMBL1806858, CHEMBL1806859, CHEMBL1806860, CHEMBL1807014, CHEMBL1807015, CHEMBL1807016, CHEMBL1807017, CHEMBL53463, CHEMBL1807095, CHEMBL1806847, CHEMBL1806848, CHEMBL1806853, CHEMBL1806854, CHEMBL1806855, CHEMBL1806856, CHEMBL1807011","None, None, None, None, 4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None, None, None, None, None"
CHEMBL1810449,Homo sapiens,F,Functional,Anticancer activity against human LNCAP cells after 24 hrs by MTT assay in presence of testosterone,"CHEMBL1807012, CHEMBL53463, CHEMBL1807096, CHEMBL1807097, CHEMBL1807098, CHEMBL1806850, CHEMBL1806859, CHEMBL1806860, CHEMBL1806861, CHEMBL1806862, CHEMBL1807013, CHEMBL1807014, CHEMBL1807015, CHEMBL806, CHEMBL1807095, CHEMBL1807099, CHEMBL1806845, CHEMBL1806846, CHEMBL1806847, CHEMBL1806848, CHEMBL1806849, CHEMBL1806851, CHEMBL1806852, CHEMBL1806853, CHEMBL1806854, CHEMBL1806855, CHEMBL1806856, CHEMBL1806857, CHEMBL1806858, CHEMBL1807011, CHEMBL1807016, CHEMBL1807017","None, 4.0, None, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL1810421,Homo sapiens,F,Functional,Anticancer activity against human HCT116 cells after 72 hrs by MTT assay,"CHEMBL1809208, CHEMBL1809209, CHEMBL27759","None, None, 3.0"
CHEMBL1810422,Homo sapiens,F,Functional,Anticancer activity against human MDA-MB-231 cells after 72 hrs by MTT assay,"CHEMBL1809208, CHEMBL1809209, CHEMBL27759","None, None, 3.0"
CHEMBL1810423,Homo sapiens,F,Functional,Anticancer activity against human DU145 cells after 72 hrs by MTT assay,"CHEMBL1809208, CHEMBL1809209, CHEMBL27759","None, None, 3.0"
CHEMBL1810424,Homo sapiens,F,Functional,Anticancer activity against human A2780 cells after 72 hrs by MTT assay,"CHEMBL1809208, CHEMBL1809209, CHEMBL27759","None, None, 3.0"
CHEMBL1815766,Homo sapiens,F,Functional,Anticancer activity against human TK10 cells assessed as cell growth inhibition at 10'-5 M after 48 hrs by sulforhodamine B assay relative to control,CHEMBL1812776,None
CHEMBL1815767,Homo sapiens,F,Functional,Anticancer activity against human HCT116 cells assessed as cell growth inhibition at 10'-5 M after 48 hrs by sulforhodamine B assay relative to control,CHEMBL1812776,None
CHEMBL1815768,Homo sapiens,F,Functional,Anticancer activity against human NCI-H522 cells assessed as cell growth inhibition at 10'-5 M after 48 hrs by sulforhodamine B assay relative to control,"CHEMBL1812776, CHEMBL1812780, CHEMBL1812781","None, None, None"
CHEMBL1815769,Homo sapiens,F,Functional,Anticancer activity against human ACHN cells assessed as cell growth inhibition at 10'-5 M after 48 hrs by sulforhodamine B assay relative to control,"CHEMBL1812777, CHEMBL1812778","None, None"
CHEMBL1815770,Homo sapiens,F,Functional,Anticancer activity against human DU145 cells assessed as cell growth inhibition at 10'-5 M after 48 hrs by sulforhodamine B assay relative to control,"CHEMBL1812777, CHEMBL1812778","None, None"
CHEMBL1815771,Homo sapiens,F,Functional,Anticancer activity against human MDA-MB-435 cells assessed as cell growth inhibition at 10'-5 M after 48 hrs by sulforhodamine B assay relative to control,CHEMBL1812779,None
CHEMBL1815772,Homo sapiens,F,Functional,Anticancer activity against human UACC62 cells assessed as cell growth inhibition at 10'-5 M after 48 hrs by sulforhodamine B assay relative to control,CHEMBL1812782,None
CHEMBL1815773,Homo sapiens,F,Functional,Anticancer activity against human HOP92 cells assessed as cell growth inhibition at 10'-5 M after 48 hrs by sulforhodamine B assay relative to control,CHEMBL1812783,None
CHEMBL1815774,Homo sapiens,F,Functional,Anticancer activity against human MOLT4 cells assessed as cell growth inhibition at 10'-5 M after 48 hrs by sulforhodamine B assay relative to control,CHEMBL1812784,None
CHEMBL1815775,Homo sapiens,F,Functional,Anticancer activity against human Caki1 cells assessed as cell growth inhibition at 10'-5 M after 48 hrs by sulforhodamine B assay relative to control,CHEMBL1812785,None
CHEMBL1814865,Homo sapiens,F,Functional,Anticancer activity against human A549 cells after 72 hrs by sulforhodamine B assay,"CHEMBL1813673, CHEMBL1813687, CHEMBL1813828, CHEMBL1813832, CHEMBL1813834, CHEMBL1813836, CHEMBL1813679, CHEMBL1813675, CHEMBL1813686, CHEMBL1813845, CHEMBL1813842, CHEMBL1813846, CHEMBL1813669, CHEMBL1813674, CHEMBL1813841, CHEMBL1813676, CHEMBL1813835, CHEMBL1813838, CHEMBL1813677, CHEMBL3215635, CHEMBL198075, CHEMBL1813837, CHEMBL1813670, CHEMBL1813678, CHEMBL1813672, CHEMBL1813668, CHEMBL1813840, CHEMBL1813833, CHEMBL1813839, CHEMBL1813827, CHEMBL1813829, CHEMBL1813683, CHEMBL1813671, CHEMBL1813830, CHEMBL1813685, CHEMBL1813684, CHEMBL1813826, CHEMBL1813824, CHEMBL1813681, CHEMBL1813844, CHEMBL1813843, CHEMBL1813847, CHEMBL1813682, CHEMBL1813825, CHEMBL1813831, CHEMBL228286, CHEMBL1813848","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL1814866,Homo sapiens,F,Functional,Anticancer activity against human DU145 cells after 72 hrs by sulforhodamine B assay,"CHEMBL1813673, CHEMBL1813685, CHEMBL1813828, CHEMBL1813832, CHEMBL1813834, CHEMBL1813836, CHEMBL1813679, CHEMBL3215635, CHEMBL1813842, CHEMBL1813845, CHEMBL1813841, CHEMBL1813846, CHEMBL1813675, CHEMBL1813839, CHEMBL1813686, CHEMBL1813676, CHEMBL1813838, CHEMBL1813833, CHEMBL198075, CHEMBL1813835, CHEMBL1813840, CHEMBL1813674, CHEMBL1813827, CHEMBL1813677, CHEMBL1813668, CHEMBL1813844, CHEMBL1813672, CHEMBL1813669, CHEMBL1813678, CHEMBL1813670, CHEMBL1813829, CHEMBL1813683, CHEMBL1813681, CHEMBL1813682, CHEMBL1813671, CHEMBL1813684, CHEMBL1813831, CHEMBL1813830, CHEMBL1813824, CHEMBL1813826, CHEMBL228286, CHEMBL1813687, CHEMBL1813825, CHEMBL1813843, CHEMBL1813848, CHEMBL1813847, CHEMBL1813837","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
