ID,synonyms
Abcam A-549 PSMB9 KO,['Human PSMB9 knockout A549']
Abcam A-549 PTCH1 KO,['Human PTCH1 knockout A549']
Abcam A-549 PTCH2 KO,['Human PTCH2 knockout A549']
Abcam A-549 PTEN KO,['Human PTEN knockout A549']
Abcam A-549 PTGES KO,['Human PTGES knockout A549']
Abcam A-549 PTGS1 KO,['Human PTGS1 knockout A549']
Abcam A-549 PTGS2 KO,['Human PTGS2 (COX2 / Cyclooxygenase 2) knockout A549']
Abcam A-549 PTHLH KO,['Human PTHLH knockout A549']
Abcam A-549 PTK2B KO,['Human PTK2B knockout A549']
Abcam A-549 PTK6 KO,['Human PTK6 knockout A549']
Abcam A-549 PTN KO,['Human PTN knockout A549']
Abcam A-549 PTPN1 KO,['Human PTPN1 knockout A549']
Abcam A-549 PTPN11 KO,['Human PTPN11 knockout A549']
Abcam A-549 PTPN2 KO,['Human PTPN2 knockout A549']
Abcam A-549 PTPN6 KO,['Human PTPN6 knockout A549']
Abcam A-549 PTPRK KO 1,['Human PTPRK knockout A549']
Abcam A-549 PTPRK KO 2,['Human PTPRK knockout A549']
Abcam A-549 PVR KO,['Human PVR (Poliovirus Receptor) knockout A549']
Abcam A-549 PYGB KO,['Human PYGB knockout A549']
Abcam A-549 PYHIN1 KO 1,['Human PYHIN1 knockout A549']
Abcam A-549 PYHIN1 KO 2,['Human PYHIN1 knockout A549']
Abcam A-549 RAB10 KO,['Human RAB10 knockout A549']
Abcam A-549 RAB27A KO,['Human RAB27A knockout A549']
Abcam A-549 RAB29 KO,['Human RAB29 knockout A549']
Abcam A-549 RAB5A KO,['Human RAB5A knockout A549']
Abcam A-549 RAB8 KO,['Human RAB8 knockout A549']
Abcam A-549 RAD50 KO,['Human RAD50 knockout A549']
Abcam A-549 RAD51D KO,['Human RAD51D knockout A549']
Abcam A-549 RAET1E KO,['Human RAET1E knockout A549']
Abcam A-549 RAF1 KO,['Human RAF1 knockout A549']
Abcam A-549 RARB KO,['Human RARB knockout A549']
Abcam A-549 RASGRP3 KO 1,['Human RASGRP3 knockout A549']
Abcam A-549 RASGRP3 KO 2,['Human RASGRP3 knockout A549']
Abcam A-549 RB1 KO,['Human RB1 knockout A549']
Abcam A-549 RB1CC1 KO,['Human RB1CC1 (FIP200) knockout A549']
Abcam A-549 RBL2 KO,['Human RBL2 knockout A549']
Abcam A-549 RBP4 KO,['Human RBP4 knockout A549']
Abcam A-549 REC8 KO,['Human REC8 knockout A549']
Abcam A-549 REL KO,['Human REL knockout A549']
Abcam A-549 RELA KO,['Human RELA knockout A549']
Abcam A-549 REST KO,['Human REST knockout A549']
Abcam A-549 RET KO,['Human RET knockout A549']
Abcam A-549 RETN KO,['Human RETN knockout A549']
Abcam A-549 RHOB KO,['Human RHOB knockout A549']
Abcam A-549 RICTOR KO,['Human RICTOR knockout A549']
Abcam A-549 RNF19B KO 1,['Human RNF19B knockout A549']
Abcam A-549 RNF19B KO 2,['Human RNF19B knockout A549']
Abcam A-549 RNF2 KO,['Human RNF2 knockout A549']
Abcam A-549 ROCK1 KO,['Human ROCK1 knockout A549']
Abcam A-549 ROR1 KO,['Human ROR1 knockout A549']
Abcam A-549 RORC KO,['Human RORC knockout A549']
Abcam A-549 ROS1 KO,['Human ROS1 knockout A549']
Abcam A-549 RPS6KA1 KO,['Human RPS6KA1 knockout A549']
Abcam A-549 RPS6KA3 KO,['Human RPS6KA3 knockout A549']
Abcam A-549 RPS6KB2 KO,['Human RPS6KB2 knockout A549']
Abcam A-549 RSAD2 KO,['Human RSAD2 (Viperin) knockout A549']
Abcam A-549 RSF1 KO,['Human RSF1 knockout A549']
Abcam A-549 RSPO2 KO,['Human RSPO2 knockout A549']
Abcam A-549 RTP4 KO 1,['Human RTP4 knockout A549']
Abcam A-549 RTP4 KO 2,['Human RTP4 knockout A549']
Abcam A-549 RUNX1 KO,['Human RUNX1 knockout A549']
Abcam A-549 RUNX3 KO,['Human RUNX3 knockout A549']
Abcam A-549 RYR1 KO,['Human RYR1 knockout A549']
Abcam A-549 S100A10 KO,['Human S100A10 knockout A549']
Abcam A-549 S100A4 KO,['Human S100A4 knockout A549']
Abcam A-549 S100A8 KO,['Human S100A8 knockout A549']
Abcam A-549 SAA1 KO 1,['Human SAA1 knockout A549']
Abcam A-549 SAA1 KO 2,['Human SAA1 knockout A549']
Abcam A-549 SALL4 KO,['Human SALL4 knockout A549']
Abcam A-549 SAMD9 KO 1,['Human SAMD9 knockout A549']
Abcam A-549 SAMD9 KO 2,['Human SAMD9 knockout A549']
Abcam A-549 SAMD9L KO 1,['Human SAMD9L knockout A549']
Abcam A-549 SAMD9L KO 2,['Human SAMD9L knockout A549']
Abcam A-549 SATB1 KO,['Human SATB1 knockout A549']
Abcam A-549 SAV1 KO,['Human SAV1 knockout A549']
Abcam A-549 SECTM1 KO 1,['Human SECTM1 knockout A549']
Abcam A-549 SECTM1 KO 2,['Human SECTM1 knockout A549']
Abcam A-549 SEMA4D KO,['Human SEMA4D knockout A549']
Abcam A-549 SEMA7A KO,['Human SEMA7A knockout A549']
Abcam A-549 SENP1 KO,['Human SENP1 knockout A549']
Abcam A-549 SERPINE1 KO,['Human SERPINE1 knockout A549']
Abcam A-549 SERPING1 KO 1,['Human SERPING1 knockout A549']
Abcam A-549 SERPING1 KO 2,['Human SERPING1 knockout A549']
Abcam A-549 SERPINH1 KO,['Human SERPINH1 knockout A549']
Abcam A-549 SETD7 KO,['Human SETD7 knockout A549']
Abcam A-549 SFRP1 KO,['Human SFRP1 knockout A549']
Abcam A-549 SHFL KO 1,['Human C19orf66 knockout A549']
Abcam A-549 SHFL KO 2,['Human C19orf66 knockout A549']
Abcam A-549 SHMT2 KO,['Human SHMT2 knockout A549']
Abcam A-549 SIDT1 KO 1,['Human SIDT1 knockout A549']
Abcam A-549 SIDT1 KO 2,['Human SIDT1 knockout A549']
Abcam A-549 SIRPA KO,['Human SIRPA knockout A549']
Abcam A-549 SIRT1 KO,['Human SIRT1 knockout A549']
Abcam A-549 SIRT2 KO,['Human SIRT2 knockout A549']
Abcam A-549 SIRT3 KO,['Human SIRT3 knockout A549']
Abcam A-549 SIRT4 KO,['Human SIRT4 knockout A549']
Abcam A-549 SIRT5 KO,['Human SIRT5 knockout A549']
Abcam A-549 SIRT6 KO,['Human SIRT6 knockout A549']
Abcam A-549 SIRT7 KO,['Human SIRT7 knockout A549']
Abcam A-549 SLAMF1 KO,['Human SLAMF1 knockout A549']
Abcam A-549 SLC12A5 KO,['Human SLC12A5 knockout A549']
Abcam A-549 SLC15A3 KO,['Human SLC15A3 knockout A549']
Abcam A-549 SLC16A1 KO,['Human SLC16A1 knockout A549']
Abcam A-549 SLC16A3 KO,['Human SLC16A3 knockout A549']
Abcam A-549 SLC25A28 KO 1,['Human SLC25A28 knockout A549']
Abcam A-549 SLC25A28 KO 2,['Human SLC25A28 knockout A549']
Abcam A-549 SLC25A4 KO,['Human SLC25A4 knockout A549']
Abcam A-549 SLC2A1 KO,['Human SLC2A1 (Glucose Transporter GLUT1) knockout A549']
Abcam A-549 SLC2A3 KO,['Human SLC2A3 knockout A549']
Abcam A-549 SLC8A1 KO,['Human SLC8A1 knockout A549']
Abcam A-549 SLC9A1 KO,['Human SLC9A1 knockout A549']
Abcam A-549 SKP2 KO,['Human SKP2 knockout A549']
Abcam A-549 SMAD1 KO,['Human SMAD1 knockout A549']
Abcam A-549 SMAD2 KO,['Human SMAD2 knockout A549']
Abcam A-549 SMAD3 KO 1,['Human SMAD3 knockout A549']
Abcam A-549 SMAD3 KO 2,['Human SMAD3 knockout A549']
Abcam A-549 SMAD4 KO,['Human SMAD4 knockout A549']
Abcam A-549 SMAD5 KO,['Human SMAD5 knockout A549']
Abcam A-549 SMAD6 KO,['Human SMAD6 knockout A549']
Abcam A-549 SMAD7 KO,['Human SMAD7 (MADH7) knockout A549']
Abcam A-549 SMARCA1 KO,['Human SMARCA1 knockout A549']
Abcam A-549 SMARCA2 KO,['Human SMARCA2 (BRM) knockout A549']
Abcam A-549 SMARCA4 KO,['Human SMARCA4 knockout A549']
Abcam A-549 SMARCC1 KO,['Human SMARCC1 knockout A549']
Abcam A-549 SMARCD3 KO,['Human SMARCD3 knockout A549']
Abcam A-549 SMN1 KO,['Human SMN1 knockout A549']
Abcam A-549 SMO KO,['Human SMO knockout A549']
Abcam A-549 SMPD1 KO,['Human SMPD1 knockout A549']
Abcam A-549 SNAI1 KO,['Human SNAI1 knockout A549']
Abcam A-549 SNAI2 KO,['Human SNAI2 knockout A549']
Abcam A-549 SOCS1 KO,['Human SOCS1 knockout A549']
Abcam A-549 SOS1 KO,['Human SOS1 knockout A549']
Abcam A-549 SOX10 KO,['Human SOX10 knockout A549']
Abcam A-549 SOX11 KO,['Human SOX11 knockout A549']
Abcam A-549 SOX17 KO,['Human SOX17 knockout A549']
Abcam A-549 SOX2 KO,['Human SOX2 knockout A549']
Abcam A-549 SOX6 KO,['Human SOX6 knockout A549']
Abcam A-549 SP1 KO,['Human SP1 knockout A549']
Abcam A-549 SP100 KO,['Human SP100 knockout A549']
Abcam A-549 SP110 KO,['Human SP110 knockout A549']
Abcam A-549 SP140 KO 1,['Human SP140 knockout A549']
Abcam A-549 SP140 KO 2,['Human SP140 knockout A549']
Abcam A-549 SPARC KO,['Human SPARC knockout A549']
Abcam A-549 SPHK1 KO,['Human SPHK1 knockout A549']
Abcam A-549 SPI1 KO,['Human SPI1 knockout A549']
Abcam A-549 SPINK1 KO 1,['Human SPINK1 (P12) knockout A549']
Abcam A-549 SPINK1 KO 2,['Human SPINK1 (P12) knockout A549']
Abcam A-549 SPINK1 KO 3,['Human SPINK1 (P12) knockout A549']
Abcam A-549 SPN KO,['Human SPN knockout A549']
Abcam A-549 SPP1 KO,['Human SPP1 knockout A549']
Abcam A-549 SRC KO,['Human SRC knockout A549']
Abcam A-549 SREBF1 KO,['Human SREBF1 knockout A549']
Abcam A-549 SREBF2 KO,['Human SREBF2 knockout A549']
Abcam A-549 SS18 KO,['Human SS18 knockout A549']
Abcam A-549 STAG2 KO,['Human STAG2 knockout A549']
Abcam A-549 STAT2 KO 1,['Human STAT2 knockout A549']
Abcam A-549 STAT2 KO 2,['Human STAT2 knockout A549']
Abcam A-549 STAT2 KO 3,['Human STAT2 knockout A549']
Abcam A-549 STAT3 KO,['Human STAT3 knockout A549']
Abcam A-549 STAT5B KO,['Human STAT5B knockout A549']
Abcam A-549 STAT6 KO,['Human STAT6 knockout A549']
Abcam A-549 STC2 KO,['Human STC2 knockout A549']
Abcam A-549 STIM2 KO,['Human STIM2 knockout A549']
Abcam A-549 STIP1 KO,['Human STIP1 knockout A549']
Abcam A-549 STK11 KO,['Human STK11 knockout A549']
Abcam A-549 SUFU KO,['Human SUFU knockout A549']
Abcam A-549 SYK KO,['Human SYK knockout A549']
Abcam A-549 SYN1 KO,['Human SYN1 (Synapsin I) knockout A549']
Abcam A-549 TAB2 KO,['Human TAB2 knockout A549']
Abcam A-549 TACSTD2 KO,['Human TACSTD2 knockout A549']
Abcam A-549 TAFAZZIN KO,['Human TAZ knockout A549']
Abcam A-549 TAP2 KO,['Human TAP2 knockout A549']
Abcam A-549 TBX21 KO,['Human TBX21 knockout A549']
Abcam A-549 TBX3 KO,['Human TBX3 knockout A549']
Abcam A-549 TDO2 KO,['Human TDO2 knockout A549']
Abcam A-549 TDRD7 KO 1,['Human TDRD7 knockout A549']
Abcam A-549 TDRD7 KO 2,['Human TDRD7 knockout A549']
Abcam A-549 TEAD1 KO,['Human TEAD1 knockout A549']
Abcam A-549 TEAD2 KO,['Human TEAD2 knockout A549']
Abcam A-549 TEAD4 KO,['Human TEAD4 knockout A549']
Abcam A-549 TEK KO,['Human TEK knockout A549']
Abcam A-549 TENT5A KO 1,['Human FAM46A knockout A549']
Abcam A-549 TENT5A KO 2,['Human FAM46A knockout A549']
Abcam A-549 TERT KO,['Human TERT knockout A549']
Abcam A-549 TET1 KO,['Human TET1 knockout A549']
Abcam A-549 TET2 KO,['Human TET2 knockout A549']
Abcam A-549 TET3 KO,['Human TET3 knockout A549']
Abcam A-549 TFAP2A KO,['Human TFAP2A knockout A549']
Abcam A-549 TGFB1 KO,['Human TGFB1 (TGF beta 1) knockout A549']
Abcam A-549 TGFB2 KO,['Human TGFB2 knockout A549']
Abcam A-549 TGFBR1 KO,['Human TGFBR1 knockout A549']
Abcam A-549 TGFBR2 KO 1,['Human TGFBR2 (TGF beta Receptor II) knockout A549']
Abcam A-549 TGFBR2 KO 2,['Human TGFBR2 (TGF beta Receptor II) knockout A549']
Abcam A-549 TGFBR3 KO,['Human TGFBR3 knockout A549']
Abcam A-549 TGM2 KO 1,['Human TGM2 (Transglutaminase 2) knockout A549']
Abcam A-549 TGM2 KO 2,['Human TGM2 (Transglutaminase 2) knockout A549']
Abcam A-549 TGOLN2 KO,['Human TGOLN2 (TGN46) knockout A549']
Abcam A-549 THBD KO,['Human THBD knockout A549']
Abcam A-549 THEMIS2 KO 1,['Human THEMIS2 (ICB1) knockout A549']
Abcam A-549 THEMIS2 KO 2,['Human THEMIS2 (ICB1) knockout A549']
Abcam A-549 TIA1 KO,['Human TIA1 knockout A549']
Abcam A-549 TIMP2 KO,['Human TIMP2 knockout A549']
Abcam A-549 TKT KO,['Human TKT knockout A549']
Abcam A-549 TLDC2 KO 1,['Human TLDC2 (C20orf118) knockout A549']
Abcam A-549 TLDC2 KO 2,['Human TLDC2 (C20orf118) knockout A549']
Abcam A-549 TLR1 KO,['Human TLR1 knockout A549']
Abcam A-549 TLR2 KO,['Human TLR2 knockout A549']
Abcam A-549 TLR3 KO,['Human TLR3 knockout A549']
Abcam A-549 TLR4 KO,['Human TLR4 knockout A549']
Abcam A-549 TLR6 KO,['Human TLR6 knockout A549']
Abcam A-549 TLR7 KO,['Human TLR7 knockout A549']
Abcam A-549 TMEM106B KO,['Human TMEM106B knockout A549']
Abcam A-549 TMEM140 KO 1,['Human TMEM140 knockout A549']
Abcam A-549 TMEM140 KO 2,['Human TMEM140 knockout A549']
Abcam A-549 TMEM173 KO,['Human TMEM173 knockout A549']
Abcam A-549 TMEM64 KO 1,['Human TMEM64 (TMM64) knockout A549']
Abcam A-549 TMEM64 KO 2,['Human TMEM64 (TMM64) knockout A549']
Abcam A-549 TNFAIP3 KO 1,['Human TNFAIP3 knockout A549']
Abcam A-549 TNFAIP3 KO 2,['Human TNFAIP3 knockout A549']
Abcam A-549 TNFRSF17 KO,['Human TNFRSF17 knockout A549']
Abcam A-549 TNFRSF18 KO,['Human TNFRSF18 knockout A549']
Abcam A-549 TNFRSF4 KO,['Human TNFRSF4 knockout A549']
Abcam A-549 TNFRSF8 KO,['Human TNFRSF8 knockout A549']
Abcam A-549 TNFSF10 KO,['Human TNFSF10 (TRAIL) knockout A549']
Abcam A-549 TNFRSF9 KO,['Human TNFRSF9 knockout A549']
Abcam A-549 TNFSF11 KO,['Human TNFSF11 knockout A549']
Abcam A-549 TNK2 KO,['Human TNK2 knockout A549']
Abcam A-549 TP53 KO,['Human TP53 (p53) knockout A549']
Abcam A-549 TP53BP1 KO,['Human TP53BP1 knockout A549']
Abcam A-549 TP63 KO,['Human TP63 knockout A549']
Abcam A-549 TPM1 KO,['Human TPM1 knockout A549']
Abcam A-549 TRAF1 KO,['Human TRAF1 knockout A549']
Abcam A-549 TRANK1 KO 1,['Human TRANK1 knockout A549']
Abcam A-549 TRANK1 KO 2,['Human TRANK1 knockout A549']
Abcam A-549 TRAP1 KO,['Human TRAP1 knockout A549']
Abcam A-549 TREM1 KO,['Human TREM1 knockout A549']
Abcam A-549 TREX1 KO,['Human TREX1 knockout A549']
Abcam A-549 TRIM14 KO 1,['Human TRIM14 knockout A549']
Abcam A-549 TRIM14 KO 2,['Human TRIM14 knockout A549']
Abcam A-549 TRIM21 KO 1,['Human TRIM21 (SS-A) knockout A549']
Abcam A-549 TRIM21 KO 2,['Human TRIM21 (SS-A) knockout A549']
Abcam A-549 TRIM22 KO,['Human TRIM22 knockout A549']
Abcam A-549 TRIM24 KO,['Human TRIM24 knockout A549']
Abcam A-549 TRIM28 KO,['Human TRIM28 knockout A549']
Abcam A-549 TRIM33 KO,['Human TRIM33 knockout A549']
Abcam A-549 TRIM34 KO 1,['Human TRIM34 (RNF21/IFP1) knockout A549']
Abcam A-549 TRIM34 KO 2,['Human TRIM34 (RNF21/IFP1) knockout A549']
Abcam A-549 TRIM38 KO 1,['Human TRIM38 knockout A549']
Abcam A-549 TRIM38 KO 2,['Human TRIM38 knockout A549']
Abcam A-549 TRIM56 KO 1,['Human TRIM56 knockout A549']
Abcam A-549 TRIM56 KO 2,['Human TRIM56 knockout A549']
Abcam A-549 TRPC1 KO,['Human TRPC1 knockout A549']
Abcam A-549 TRPM8 KO,['Human TRPM8 knockout A549']
Abcam A-549 TSC1 KO,['Human TSC1 knockout A549']
Abcam A-549 TSC2 KO,['Human TSC2 (Tuberin) knockout A549']
Abcam A-549 TUBA4A KO,['Human TUBA4A knockout A549']
Abcam A-549 TXNRD1 KO,['Human TXNRD1 knockout A549']
Abcam A-549 TXNIP KO,['Human TXNIP knockout A549']
Abcam A-549 UBB KO,['Human UBB knockout A549']
Abcam A-549 UCP2 KO,['Human UCP2 knockout A549']
Abcam A-549 UHRF1 KO,['Human UHRF1 knockout A549']
Abcam A-549 ULK1 KO,['Human ULK1 knockout A549']
Abcam A-549 USP18 KO 1,['Human USP18 (UBP43) knockout A549']
Abcam A-549 USP18 KO 2,['Human USP18 (UBP43) knockout A549']
Abcam A-549 USP22 KO,['Human USP22 knockout A549']
Abcam A-549 USP8 KO,['Human USP8 knockout A549']
Abcam A-549 VCAM1 KO,['Human VCAM1 knockout A549']
Abcam A-549 VDR KO,['Human VDR knockout A549']
Abcam A-549 VEGFA KO,['Human VEGFA knockout A549']
Abcam A-549 VEGFC KO,['Human VEGFC knockout A549']
Abcam A-549 VIM KO,['Human VIM knockout A549']
Abcam A-549 VSIR KO,['Human VSIR knockout A549']
Abcam A-549 VTCN1 KO,['Human VTCN1 knockout A549']
Abcam A-549 WIF1 KO,['Human WIF1 knockout A549']
Abcam A-549 WNK1 KO,['Human WNK1 knockout A549']
Abcam A-549 WNT3A KO,['Human Wnt3a knockout A549']
Abcam A-549 WNT5A KO,['Human WNT5A knockout A549']
Abcam A-549 WRN KO,['Human WRN knockout A549']
Abcam A-549 WT1 KO,['Human WT1 knockout A549']
Abcam A-549 WWTR1 KO,['Human WWTR1 knockout A549']
Abcam A-549 XBP1 KO,['Human XBP1 knockout A549']
Abcam A-549 XDH KO,['Human XDH knockout A549']
Abcam A-549 XIAP KO,['Human XIAP knockout A549']
Abcam A-549 XPC KO,['Human XPC knockout A549']
Abcam A-549 XPO1 KO,['Human xpo1 knockout A549']
Abcam A-549 YTHDF2 KO,['Human YTHDF2 knockout A549']
Abcam A-549 YWHAB KO,['Human YWHAB knockout A549']
Abcam A-549 YWHAQ KO,['Human YWHAQ knockout A549']
Abcam A-549 ZBTB16 KO,['Human ZBTB16 knockout A549']
Abcam A-549 ZC3HAV1 KO 1,['Human ZC3HAV1 (Zinc finger antiviral protein) knockout A549']
Abcam A-549 ZC3HAV1 KO 2,['Human ZC3HAV1 (Zinc finger antiviral protein) knockout A549']
Abcam A-549 ZCCHC2 KO 1,['Human ZCCHC2 knockout A549']
Abcam A-549 ZCCHC2 KO 2,['Human ZCCHC2 knockout A549']
Abcam A-549 ZEB1 KO,['Human ZEB1 knockout A549']
Abcam Caco-2 ACE2 KO,['Human ACE2 knockout Caco-2']
Abcam Caco-2 BMP2 KO,['Human BMP2 knockout Caco-2']
Abcam Caco-2 TMPRSS2 KO,['Human TMPRSS2 knockout Caco-2']
Abcam Calu-3 TMPRSS2 KO,['Human TMPRSS2 knockout Calu-3']
Abcam HCT 116 ABCA1 KO,['Human ABCA1 knockout HCT116']
Abcam HCT 116 ABCC1 KO,['Human ABCC1 knockout HCT116']
Abcam HCT 116 ABCC4 KO,['Human ABCC4 knockout HCT116']
Abcam HCT 116 ABL2 KO,['Human ABL2 knockout HCT116']
Abcam HCT 116 ACACA KO,['Human ACACA knockout HCT116']
Abcam HCT 116 ACKR3 KO,['Human ACKR3 knockout HCT116']
Abcam HCT 116 ACLY KO,['Human ACLY knockout HCT116']
Abcam HCT 116 ACTA2 KO,['Human ACTA2 knockout HCT116']
Abcam HCT 116 ACVR1 KO,['Human ACVR1 knockout HCT116']
Abcam HCT 116 ACVR1B KO,['Human ACVR1B knockout HCT116']
Abcam HCT 116 ADA KO,['Human ADA knockout HCT116']
Abcam HCT 116 ADAM10 KO,['Human ADAM10 knockout HCT116']
Abcam HCT 116 ADAM17 KO,['Human ADAM17 knockout HCT116']
Abcam HCT 116 ADAR KO,['Human ADAR knockout HCT116']
Abcam HCT 116 ADK KO,['Human ADK knockout HCT116']
Abcam HCT 116 ADORA2A KO,['Human ADORA2A knockout HCT116']
Abcam HCT 116 ADRA2B KO,['Human ADRA2B knockout HCT116']
Abcam HCT 116 ADRB2 KO,['Human ADRB2 knockout HCT116']
Abcam HCT 116 AFP KO,['Human AFP knockout HCT116']
Abcam HCT 116 AGER KO,['Human AGER knockout HCT116']
Abcam HCT 116 AGO2 KO,['Human AGO2 knockout HCT116']
Abcam HCT 116 AGO4 KO,['Human AGO4 knockout HCT116']
Abcam HCT 116 AKR1B1 KO,['Human AKR1B1 knockout HCT116']
Abcam HCT 116 AKT1 KO,['Human AKT1 knockout HCT116']
Abcam HCT 116 AKT2 KO,['Human AKT2 knockout HCT116']
Abcam HCT 116 AKT3 KO,['Human AKT3 knockout HCT116']
Abcam HCT 116 ANGPT1 KO,['Human ANGPT1 knockout HCT116']
Abcam HCT 116 ANGPT2 KO,['Human ANGPT2 knockout HCT116']
Abcam HCT 116 ANO1 KO,['Human ANO1 knockout HCT116']
Abcam HCT 116 ANXA1 KO,['Human ANXA1 knockout HCT116']
Abcam HCT 116 ANXA2 KO,['Human ANXA2 knockout HCT116']
Abcam HCT 116 ANXA5 KO,['Human ANXA5 knockout HCT116']
Abcam HCT 116 APAF1 KO,['Human APAF1 knockout HCT116']
Abcam HCT 116 APC KO,['Human APC knockout HCT116']
Abcam HCT 116 AQP1 KO,['Human AQP1 knockout HCT116']
Abcam HCT 116 AQP2 KO,['Human AQP2 knockout HCT116']
Abcam HCT 116 AQP4 KO,['Human AQP4 knockout HCT116']
Abcam HCT 116 AR KO,['Human AR knockout HCT116']
Abcam HCT 116 ARAF KO,['Human A-Raf knockout HCT116']
Abcam HCT 116 AREG KO,['Human AREG knockout HCT116']
Abcam HCT 116 ARID1A KO,['Human ARID1A knockout HCT116']
Abcam HCT 116 ARID1B KO,['Human ARID1B knockout HCT116']
Abcam HCT 116 ARNT KO,['Human ARNT knockout HCT116']
Abcam HCT 116 ARNTL KO,['Human ARNTL knockout HCT116']
Abcam HCT 116 ASH2L KO,['Human ASH2L knockout HCT116']
Abcam HCT 116 ASNS KO,['Human ASNS knockout HCT116']
Abcam HCT 116 ATF2 KO,['Human ATF2 knockout HCT116']
Abcam HCT 116 ATF3 KO,['Human ATF3 knockout HCT116']
Abcam HCT 116 ATF6 KO,['Human ATF6 knockout HCT116']
Abcam HCT 116 ATG14 KO,['Human ATG14 (ATG14L) knockout HCT116']
Abcam HCT 116 ATP1B3 KO,['Human ATP1B3 knockout HCT116']
Abcam HCT 116 ATRX KO,['Human ATRX knockout HCT116']
Abcam HCT 116 AXIN1 KO,['Human AXIN1 knockout HCT116']
Abcam HCT 116 B2M KO,['Human B2M knockout HCT116']
Abcam HCT 116 BAD KO,['Human BAD knockout HCT116']
Abcam HCT 116 BAX KO,['Human BAX knockout HCT116']
Abcam HCT 116 BCAR1 KO,['Human BCAR1 knockout HCT116']
Abcam HCT 116 BCL10 KO,['Human BCL10 knockout HCT116']
Abcam HCT 116 BCL11A KO,['Human BCL11A knockout HCT116']
Abcam HCT 116 BCL11B KO,['Human BCL11B knockout HCT116']
Abcam HCT 116 BCL2 KO,['Human BCL2 knockout HCT116']
Abcam HCT 116 BCL3 KO,['Human BCL3 knockout HCT116']
Abcam HCT 116 BCL6 KO,['Human BCL6 knockout HCT116']
Abcam HCT 116 BHLHE40 KO,['Human BHLHE40 knockout HCT116']
Abcam HCT 116 BLM KO,['Human BLM knockout HCT116']
Abcam HCT 116 BMPR1A KO,['Human BMPR1A knockout HCT116']
Abcam HCT 116 BRAF KO,['Human BRAF knockout HCT116']
Abcam HCT 116 BRD3 KO,['Human BRD3 knockout HCT116']
Abcam HCT 116 BRD4 KO,['Human BRD4 knockout HCT116']
Abcam HCT 116 BRD7 KO,['Human BRD7 knockout HCT116']
Abcam HCT 116 BRIP1 KO,['Human BRIP1 knockout HCT116']
Abcam HCT 116 C1QBP KO,['Human C1QBP knockout HCT116']
Abcam HCT 116 C3AR1 KO,['Human C3AR1 knockout HCT116']
Abcam HCT 116 C5AR1 KO,['Human C5AR1 knockout HCT116']
Abcam HCT 116 CA9 KO,['Human CA9 knockout HCT116']
Abcam HCT 116 CACNA1D KO,['Human CACNA1D knockout HCT116']
Abcam HCT 116 CALR KO,['Human CALR knockout HCT116']
Abcam HCT 116 CAPN1 KO,['Human CAPN1 knockout HCT116']
Abcam HCT 116 CARD11 KO,['Human CARD11 knockout HCT116']
Abcam HCT 116 CARD9 KO,['Human CARD9 knockout HCT116']
Abcam HCT 116 CARM1 KO,['Human CARM1 knockout HCT116']
Abcam HCT 116 CASP4 KO,['Human CASP4 knockout HCT116']
Abcam HCT 116 CASP6 KO,['Human CASP6 knockout HCT116']
Abcam HCT 116 CASP8 KO,['Human CASP8 knockout HCT116']
Abcam HCT 116 CBL KO,['Human CBL knockout HCT116']
Abcam HCT 116 CBLB KO,['Human CBLB knockout HCT116']
Abcam HCT 116 CBX5 KO,['Human CBX5 knockout HCT116']
Abcam HCT 116 CCL3 KO,['Human CCL3 knockout HCT116']
Abcam HCT 116 CCND2 KO,['Human CCND2 knockout HCT116']
Abcam HCT 116 CCNE1 KO,['Human CCNE1 knockout HCT116']
Abcam HCT 116 CCR1 KO,['Human CCR1 knockout HCT116']
Abcam HCT 116 CCR3 KO,['Human CCR3 knockout HCT116']
Abcam HCT 116 CCR4 KO,['Human CCR4 knockout HCT116']
Abcam HCT 116 CCR5 KO,['Human CCR5 knockout HCT116']
Abcam HCT 116 CCR6 KO,['Human CCR6 knockout HCT116']
Abcam HCT 116 CCR7 KO,['Human CCR7 knockout HCT116']
Abcam HCT 116 CCR9 KO,['Human CCR9 knockout HCT116']
Abcam HCT 116 CD14 KO,['Human CD14 knockout HCT116']
Abcam HCT 116 CD163 KO,['Human CD163 knockout HCT116']
Abcam HCT 116 CD19 KO,['Human CD19 knockout HCT116']
Abcam HCT 116 CD209 KO,['Human CD209 knockout HCT116']
Abcam HCT 116 CD226 KO,['Human CD226 knockout HCT116']
Abcam HCT 116 CD28 KO,['Human CD28 knockout HCT116']
Abcam HCT 116 CD2BP2 KO,['Human CD2BP2 knockout HCT116']
Abcam HCT 116 CD34 KO,['Human CD34 knockout HCT116']
Abcam HCT 116 CD38 KO,['Human CD38 knockout HCT116']
Abcam HCT 116 CD3E KO,['Human CD3E knockout HCT116']
Abcam HCT 116 CD4 KO,['Human CD4 knockout HCT116']
Abcam HCT 116 CD40LG KO,['Human CD40LG knockout HCT116']
Abcam HCT 116 CD46 KO,['Human CD46 knockout HCT116']
Abcam HCT 116 CD5 KO,['Human CD5 knockout HCT116']
Abcam HCT 116 CD69 KO,['Human CD69 knockout HCT116']
Abcam HCT 116 CD7 KO,['Human CD7 knockout HCT116']
Abcam HCT 116 CD74 KO,['Human CD74 knockout HCT116']
Abcam HCT 116 CD79A KO,['Human CD79A knockout HCT116']
